record_id,source,source_type,date,rating,title,text,source_url,engagement,app_version,language,dataset_type,text_length
GP-D-d4317f2d-a510-40c3-ab79-dbf0d67f6e99,Google Play,App review,2026-04-21,1,,"The customer PAYS for an item -> Receives an EMPTY box -> The support team says; ""I understand your point of view. If I were in your position, I would feel the same, but trust me, it is not possible from our end to cater to this request, as we have confirmed from the delivery team that all items have been delivered to you.""",https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=d4317f2d-a510-40c3-ab79-dbf0d67f6e99,29,17.89.1,en,Detailed review export,325
GP-D-eee844b3-b44f-44fa-afb1-45fda332bcbe,Google Play,App review,2026-07-30,1,,"Terrible experience! Placed an order at 11:06 PM, only for them to cancel it at 11:50 PM stating they couldn't complete it. This is completely ridiculous. If an order cannot be fulfilled, they should have the basic courtesy to inform the customer within 15 minutes instead of wasting nearly an hour. What were they even doing for 44 minutes? Completely unreliable service!",https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=eee844b3-b44f-44fa-afb1-45fda332bcbe,0,18.13.0,en,Detailed review export,372
GP-D-05d3b895-261c-46b3-ac68-572e9da63a09,Google Play,App review,2026-07-30,1,,"Terrible interface! The app is really slow and the cart option doesn't expand up once you click on it. If you have added something in the cart, you need to spend 5 to 10 minutes looking for an option to open the cart again. App is really not user friendly! Update: Issue is with the application, not the order or service. Thanks!",https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=05d3b895-261c-46b3-ac68-572e9da63a09,1,18.13.0,en,Detailed review export,329
GP-D-57d0d01e-7257-4805-941d-884fb78a5ccf,Google Play,App review,2026-07-24,1,,"This app is absolutely rubbish... not a single order of theirs reaches home in good condition. Sometimes the packaging is torn, sometimes the items are dirty, sometimes they are stuck to the packaging, and sometimes they even smell bad; the truth is, they just can't handle it. They fail to provide the peace of mind one gets from personally checking and buying items at a local store.",https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=57d0d01e-7257-4805-941d-884fb78a5ccf,1,18.9.3,en,Detailed review export,385
GP-D-c196bf27-718e-4a1d-8d6a-ff5c6ef49753,Google Play,App review,2026-07-30,5,,"I recently required several grocery items and gifts for my loved ones. After downloading three apps, I found Blinkit to be the most useful and reliable option, thanks to its extensive product range, competitive pricing, and efficient delivery services. I placed three orders within two days to fulfill all my needs and was highly satisfied with the experience. I wholeheartedly recommend Blinkit as the premier shopping app for grocery essentials.",https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=c196bf27-718e-4a1d-8d6a-ff5c6ef49753,1,18.13.0,en,Detailed review export,447
GP-D-dbd5a764-0e9e-414e-8990-49cf0e7d8228,Google Play,App review,2026-07-24,1,,"Very disappointing. The prices are much higher than local stores, and the platform keeps adding extra charges that make orders unnecessarily expensive. The so-called ""quick delivery"" isn't always quick, and the overall value for money is poor. Needs better pricing, transparency, and more consistent service.",https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=dbd5a764-0e9e-414e-8990-49cf0e7d8228,3,18.9.3,en,Detailed review export,308
GP-D-b45857cb-5181-4ede-8e0a-9aea7c2ede19,Google Play,App review,2026-07-27,4,,"pretty good app for emergency supplies and cravings, but i gotta pay a lot for delivery charges sometimes like maybe even a 100 rupees if it's raining but otherwise, it has good service. I've faced no difficulties till date, almost been a year now. App layout is good and easy to understand, no complications at all. I'd just suggest a little something - pls don't make the delivery partners deliver under 10 mins, they rush a lot for delivering that way and I've seen a few getting into accidents.",https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=b45857cb-5181-4ede-8e0a-9aea7c2ede19,2,18.9.3,en,Detailed review export,498
GP-D-e5afd884-b7fb-4800-8ed8-f562f6767410,Google Play,App review,2026-07-26,1,,"Really, I had a very bad experience with the Blinkit team today. Today, I ordered one book on the Blinkit app. By mistake, I selected a quantity of two instead of one. When I asked the delivery partner to take one book back, he told me to contact the support team. After waiting for 30 minutes, I contacted the support team, but they told me that the book could not be returned. We don't have policy to return the item....",https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=e5afd884-b7fb-4800-8ed8-f562f6767410,0,18.13.0,en,Detailed review export,422
GP-D-b4c9decb-b70b-4376-844b-c34c49649708,Google Play,App review,2026-07-30,1,,"Extremely disappointed with this app. Since yesterday, every time I try to place an order, it shows ""Currently unavailable. We can't accept your order right now due to high demand."" If you can't handle the demand, don't let customers spend time adding products to their cart. This is a terrible user experience. There is no proper explanation, no estimated time, and no solution provided. Please fix your servers or stop showing unavailable services. Very frustrating and a complete waste of time.",https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=b4c9decb-b70b-4376-844b-c34c49649708,2,18.13.0,en,Detailed review export,497
GP-D-f6301479-80cc-44a2-a9a2-c6417d179a2d,Google Play,App review,2026-07-26,5,,"Excellent app! Blinkit delivers orders very quickly and the service is always reliable. The app is easy to use and offers a wide range of products. The items are fresh, well-packed, and delivered on time. Delivery partners are polite and professional. I also like the discounts and smooth payment options. Customer support is helpful and resolves issues quickly. Overall, Blinkit makes grocery shopping fast, easy, and convenient. Highly recommended!",https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=f6301479-80cc-44a2-a9a2-c6417d179a2d,2,18.13.0,en,Detailed review export,450
GP-D-c47b5a31-1b7f-4d83-9dd6-97d728fe901a,Google Play,App review,2026-07-16,1,,"I contacted Blinkit and they refused to replace the product. I tried complaining from the time I received the product but they keep on refusing my request. Then they said the product is same, it's just the packaging but when we cooked the rice it's completely different. Our family can't eat it. Using the app for years. It's a shame. Uninstalling the app.",https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=c47b5a31-1b7f-4d83-9dd6-97d728fe901a,2,18.9.3,en,Detailed review export,356
GP-D-7c1d478c-ee70-47ca-889a-916f46d2a367,Google Play,App review,2026-07-26,5,,"honestly it's one of the best grocery delivery apps ever! I live in coimbatore and when I first heard about blinkit, I thought it would be nice. But since at first they didn't deliver in coimbatore, I was sad. But now since they are delivering in coimbatore I'm so happy, I've already ordered 3 times and All 3 times Products came neat, delivery partners were quick, and the delivery is fast! Best App for daily groceries and makeup and beauty items hands down🔥🔥💗💗",https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=7c1d478c-ee70-47ca-889a-916f46d2a367,0,18.9.3,en,Detailed review export,464
GP-D-60e9cec0-65ef-4459-806d-e213b15d2e22,Google Play,App review,2026-07-28,1,,"Not Happy with Blinkit Service. ""Delivered"" in the Blinkit app, even though I have not received the order. Despite repeatedly trying to contact your customer support through the app, I have received no response or resolution. This lack of customer service is extremely disappointing. It is unacceptable that an order can be marked as delivered without being handed over to the customer, and that there is no timely support or refund process. This has caused significant inconvenience.",https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=60e9cec0-65ef-4459-806d-e213b15d2e22,2,18.9.3,en,Detailed review export,484
GP-D-7c2ea8b1-d350-49f9-b817-781d1acb1110,Google Play,App review,2026-07-17,4,,"A very good alternative when you are unable to reach local marketplace or you have to purchase something urgently and you have less time. Packaging is satisfactory. Products are mostly good with rare exceptions in the electronics category. However, it is no doubt expensive and majority products are overpriced. All in all, a savior when it comes to ordering things within time constraints or when you are just feeling lazy to go out.",https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=7c2ea8b1-d350-49f9-b817-781d1acb1110,5,17.95.4,en,Detailed review export,434
GP-D-7410de40-13bd-483b-8e29-eab59b4d5c1c,Google Play,App review,2026-07-10,1,,"Always charging Surcharge amount on top of handling fee, even after adding items worth more than 1000/- in kart. That too not in any rush hour or bad weather, in a well connected metro city. Just another app for robbing people in the name of little convenience. Also, they have even the basic essentials always 'out of stock'. Hope it shuts down soon.",https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=7410de40-13bd-483b-8e29-eab59b4d5c1c,9,18.7.0,en,Detailed review export,351
GP-D-eff665fc-33a9-4222-a1ee-903127234d91,Google Play,App review,2026-07-29,1,,"This is the worst app, do not buy anything from here. I had ordered an item that looked different in the app, but a completely different one was delivered. And on this app, it's not even possible to connect with customer care—they just keep asking for images and in the end, they say everything is fine and they can't do anything",https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=eff665fc-33a9-4222-a1ee-903127234d91,0,18.15.0,en,Detailed review export,329
GP-D-ea393d44-d9c1-4be3-aadd-05c28fb9298c,Google Play,App review,2026-07-22,1,,un-installing the app got the bread with fungus and did everything as per they instructed still they are saying that we can't validate the issue. Even if they have the item in stock still saying that we can't arrange the return or replacement. Just remember before ordering that if u get any issue with any product u won't get any returns replacement or refund.,https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=ea393d44-d9c1-4be3-aadd-05c28fb9298c,3,18.9.3,en,Detailed review export,361
GP-D-a6d04f1b-a788-4bab-937f-e816e7e22ee2,Google Play,App review,2026-07-19,1,,"They are thief, just innovative. The are using deceptive practice ""Bait & Switch"" - like compelling customers to add more items to basket in lieu of free gift - which they do not deliver and later just say 'sorry - item was not in stock'. and they have been doing it for a long time, yet it went unnoticed. Even after complaints they do not pay a heed to it.",https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=a6d04f1b-a788-4bab-937f-e816e7e22ee2,3,18.7.0,en,Detailed review export,358
GP-D-dab56257-a726-426c-8bbd-92bfa9050c04,Google Play,App review,2026-07-12,1,,Very fradulent and predatory business. you first add something to the cart on which they add delivery and surcharge. To avoid that you add items you didn't even need in the first place. Then you spend time fiddling with coupons and offers. only to realize that when order is delivered your original item was not delivered. They offer refund but will I get the item delivered in that price? should I add another set of completely useless items again?,https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=dab56257-a726-426c-8bbd-92bfa9050c04,6,18.9.2,en,Detailed review export,449
GP-D-79c1dca1-c49c-49c5-a99b-adfc78bb44de,Google Play,App review,2026-07-29,3,,"blikit is good but there are some things. I didn't liked above them. such as if they don't have that particular item they don't show us before that the item is unavailable after placing the order and paying the amount they tell is that, that particular item is unavailable. and they take too much time for refund.",https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=79c1dca1-c49c-49c5-a99b-adfc78bb44de,2,18.13.0,en,Detailed review export,313
GP-D-d5637f7e-f338-4f02-87b8-f73c1da479fc,Google Play,App review,2026-07-29,1,,"I have never experienced such poor customer support, especially from Riya. I reported a damaged item and provided everything they requested, including videos and photos. Despite doing everything they asked, they kept delaying the process instead of resolving the issue. It feels like they are just trying to waste customers' time. Because of this experience, I cannot recommend Blinkit. I would rather choose its competitors, as their customer service has been extremely disappointing.",https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=d5637f7e-f338-4f02-87b8-f73c1da479fc,1,18.13.0,en,Detailed review export,485
GP-D-a6b20c27-2399-4b29-b498-39f6aa9cbe35,Google Play,App review,2026-07-15,1,,"I ordered one product through the app, but when the package was delivered, I received only an empty box. The biggest concern is not just the missing item but the complete lack of accountability. Customers place orders with the expectation that they will receive what they have paid for. If an item is missing from a sealed package, there should be a proper investigation, including checking the packing process, delivery records, or any available evidence. Instead, my complaint was simply dismissed.",https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=a6b20c27-2399-4b29-b498-39f6aa9cbe35,5,18.9.3,en,Detailed review export,500
GP-D-4965c209-5fc9-4add-b949-2f42adec62e3,Google Play,App review,2026-07-23,1,,"Hello everyone, I'd like to share my recent experience with Blinkit. Today, I ordered a USB cable from Blinkit for the first time. Unfortunately, the cable was not working properly. I have been trying to get it replaced or returned for the last 1.5–2 hours. During this time, the customer support team asked me to record multiple videos and perform several troubleshooting steps using different adapters and methods, but my return request still hasn't been resolved. I'm sharing this only as feedback",https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=4965c209-5fc9-4add-b949-2f42adec62e3,2,18.9.3,en,Detailed review export,500
GP-D-41877234-1b13-4e55-9145-b64dce5591e1,Google Play,App review,2026-07-08,1,,"Every time I urgently need something, it's always marked ""Out of Stock."" What's even more frustrating is that these items often stay unavailable for a long time instead of being restocked quickly. If essential products aren't available when customers need them the most, it defeats the whole purpose of a quick delivery service. Blinkit really needs to improve its inventory management because this has become a repeated and disappointing experience.",https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=41877234-1b13-4e55-9145-b64dce5591e1,8,18.7.0,en,Detailed review export,450
GP-D-2bf2e9f8-b496-4d91-a264-1767bf4184eb,Google Play,App review,2026-07-17,1,,It's the worst experience with blinkit. ordered vegetables and received. Every item received is either too small or quantity wise very less. When we order something we expect a reasonable quantity to have it. Cauliflower received is not even enough for a kid to eat. How bad it is. Only thing I understand is taking the advantage of quick delivery so that people can order and receive no matter what the quantity of product. Its just that full filling the required order with number of items. Worst!!,https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=2bf2e9f8-b496-4d91-a264-1767bf4184eb,4,18.9.3,en,Detailed review export,500
GP-D-ce0a0492-ff46-45ee-bd27-9abef871e5e6,Google Play,App review,2026-07-05,5,,"Fantastic service and incredibly fast! Blinkit has completely changed how I shop for daily essentials. The delivery truly takes less than 10–15 minutes, and the items always arrive well-packaged. The app is super easy to use, and I love that they carry everything from groceries to electronics now. Highly recommended!",https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=ce0a0492-ff46-45ee-bd27-9abef871e5e6,9,18.7.0,en,Detailed review export,318
GP-D-49c2cfac-2c68-450d-8039-b6b1e90a2daf,Google Play,App review,2026-06-25,1,,"Very disappointing service. This isn't a one-time issue—it happens repeatedly. When ordering multiple items, some are often left out, and the excuse is always, ""We forgot."" Even after paying extra for priority delivery, they keep customers waiting for hours. Extremely careless service from such a big brand. Would not recommend.",https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=49c2cfac-2c68-450d-8039-b6b1e90a2daf,14,17.99.1,en,Detailed review export,329
GP-D-83aa0516-5e80-4101-b190-29924ae4f607,Google Play,App review,2026-07-17,1,,"Incorrect product received. No resolution offered but empty platitude. Informed Return or replacement is not available at the moment though at the very same time i could see in the app it's showing otherwise. So they are lying. Told me I would receive a call but none came and no response either after I emailed regarding that. Totally ghosted. Now they are refusing to contact me, return, refund or replacement. Forcing me to pay for the wrong product. And lying.",https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=83aa0516-5e80-4101-b190-29924ae4f607,3,18.9.3,en,Detailed review export,464
GP-D-e343fbce-81b9-4109-8de9-901cfadbc19f,Google Play,App review,2026-06-02,5,,"Blinkit has made grocery shopping incredibly convenient. The app is easy to use, offers a wide range of products, and delivers orders very quickly. Most of my orders arrive within minutes, and the items are usually fresh and well-packed. The delivery partners are polite, and the real-time tracking feature is helpful. While some products can occasionally be out of stock, the overall experience is excellent. Highly recommended for anyone looking for fast and reliable grocery delivery.",https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=e343fbce-81b9-4109-8de9-901cfadbc19f,16,17.97.3,en,Detailed review export,487
GP-D-7264f7a4-a960-44cc-9114-5f603070198a,Google Play,App review,2026-07-14,5,,"⭐⭐⭐⭐⭐ Blinkit has made grocery shopping incredibly convenient. The app is easy to use, deliveries are usually very fast, and the products are fresh and well-packed. I appreciate the wide range of items available and the reliable service. It saves me a lot of time, especially during busy days. Overall, a great app for quick and hassle-free shopping.",https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=7264f7a4-a960-44cc-9114-5f603070198a,6,18.7.0,en,Detailed review export,350
GP-D-ddc0f139-7032-4c91-9c68-1899f9745d56,Google Play,App review,2026-07-07,5,,"Blinkit is one of the best quick delivery apps I have used. The app is easy to navigate, the delivery is usually very fast, and there is a wide variety of groceries, daily essentials, and other products available. The packaging is good, and customer support is helpful whenever there is an issue. It saves a lot of time, especially during busy days. Overall, I am very satisfied with the service and would definitely recommend Blinkit to others.",https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=ddc0f139-7032-4c91-9c68-1899f9745d56,4,18.7.0,en,Detailed review export,445
GP-D-70fa2a40-0097-4e6f-9a0e-639380f9f7bf,Google Play,App review,2026-07-17,5,,"Blinkit is a very convenient app for quick grocery and daily essentials delivery. The app is easy to use, offers a wide variety of products, and the delivery is usually very fast. The products arrive in good condition, and the prices are reasonable with frequent discounts. The customer support is also helpful. Overall, Blinkit saves a lot of time and makes shopping simple and hassle-free. Highly recommended!",https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=70fa2a40-0097-4e6f-9a0e-639380f9f7bf,4,18.7.0,en,Detailed review export,411
GP-D-0d181449-e158-42db-b9b7-ab98fa4a3b53,Google Play,App review,2026-07-08,1,,"If you place an order, it only arrives on time—that's about the only good thing. If something gets ordered by mistake, you can't even cancel it. Blinkit delivers items quickly, but their customer service is very poor. Even after sending photos as proof, they still claim that everything is fine with the order. Even if the product has a bad smell, they don't accept it. There is no refund, no proper customer support, and they don't help resolve the issue.",https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=0d181449-e158-42db-b9b7-ab98fa4a3b53,5,18.7.0,en,Detailed review export,456
GP-D-3f413ab8-3f10-4f86-be9e-e7ae5b215b9c,Google Play,App review,2026-07-04,1,,"Very disappointing experience. I received a faulty product that turns ON and OFF automatically right out of the box. Instead of replacing the defective product, Blinkit kept asking me to contact the brand, even though I purchased it from Blinkit. A seller's responsibility is to deliver a fresh, defect-free product, not shift the burden to the customer. Poor after-sales support and no accountability. I expected better service from Blinkit. I would not recommend buying electronic products.",https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=3f413ab8-3f10-4f86-be9e-e7ae5b215b9c,10,18.7.0,en,Detailed review export,492
GP-D-ca2e4e3c-87e1-447a-ba63-ab8bef9a51df,Google Play,App review,2026-07-10,1,,Worst app. Fully scam. I ordered for first time. The delivery guy asked to cancel and didnt picked the call further. After that it is showing the order is delivered. I approached to the support in blinkit app. There also no help come. Now its saying they cant help as 24 hour is not over. This app in the name of quick delivery just scaming. They dont have any control over the delivery boy. Fully fraud app. Without receiving how it can say that the delivery is received.,https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=ca2e4e3c-87e1-447a-ba63-ab8bef9a51df,5,18.7.0,en,Detailed review export,472
GP-D-7887fa2f-0d83-4814-8a8d-d632cf9a2f4d,Google Play,App review,2026-07-07,2,,The app runs well as long as we don't need to write grievance. I have been receiving opened packs of products for last three orders continuously and there is no way I can place a complain properly. Only a chatbot that allows us to get re-delivery or refund. They even redeliver again some half opened pack. Blinkit has deteriorated their service.,https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=7887fa2f-0d83-4814-8a8d-d632cf9a2f4d,5,18.9.2,en,Detailed review export,346
GP-D-40189935-3dd7-47b9-9d6c-8047544d1ec6,Google Play,App review,2026-06-06,1,,"Purchased the ANT Esports Wi-Fi Adapter from Blinkit on 20 May 2026. The adapter worked properly for only about a month before it stopped detecting Wi-Fi networks, making it unusable. This is especially disappointing because the product is advertised with a 1-year brand warranty. A Wi-Fi adapter should not develop issues within a few weeks of normal use. I would appreciate a refund or a better replacement.",https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=40189935-3dd7-47b9-9d6c-8047544d1ec6,19,17.97.3,en,Detailed review export,409
GP-D-382a4ea4-1e62-4ede-9332-b2094326c02c,Google Play,App review,2026-06-18,1,,Turning out to be the worst app day by day. First they gave me a coupon for 1 week free nongshim but I was not able to redeem it. I raised a complaint then after a few hours the coupon just disappeared without any trace. It really ruined my experience. edit: no resolution given when I contacted support they were just trying to prove me wrong.,https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=382a4ea4-1e62-4ede-9332-b2094326c02c,14,18.3.0,en,Detailed review export,344
GP-D-c4b33d0c-1f9c-4b1e-8fec-bc1614531eef,Google Play,App review,2026-06-06,1,,"You can write the review like this: > Very disappointing experience with Blinkit. I ordered one product, but a different lower-quality product was delivered. However, I was charged the full amount for the higher-quality product I originally ordered. I reported the issue and even sent an email, but I did not receive a proper response. The price difference has also not been refunded. I would advise customers to carefully check their orders after delivery, as mistakes like this can result in payin",https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=c4b33d0c-1f9c-4b1e-8fec-bc1614531eef,14,17.99.1,en,Detailed review export,499
GP-D-7ba27d40-0d77-4589-8d11-46eeafb70398,Google Play,App review,2026-06-30,1,,"Always store is unavailable, sometimes due to rain, due to high demand, sometimes can't deliver to your location. in my area there is no other substitute to blinkit so there no way to shift on other app. but one thing is, I was dependent on the app when it was working fine. but because of these issues I started back to my routine again after office take groceries by your own don't depend on these apps.",https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=7ba27d40-0d77-4589-8d11-46eeafb70398,11,18.7.0,en,Detailed review export,405
GP-D-59916dca-1768-4e94-b3ba-9e70f6022f43,Google Play,App review,2026-06-07,1,,"Worst service ever. This is my least favorite app to use. They don't provide immediate returns when something is ordered by mistake. On top of that, they often sends incorrect orders, causing inconvenience to customers. When they make a mistake, they simply say ""sorry."" But when a customer missorder something, they start talking about rules and policies. Should provide immediate return option for selected items.",https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=59916dca-1768-4e94-b3ba-9e70f6022f43,14,17.99.1,en,Detailed review export,415
GP-D-a59409e4-f16b-409c-aa58-0ede5ac6e38a,Google Play,App review,2026-07-03,1,,"I placed the order only once, but it failed three times due to a technical issue on your end. Suddenly, all three orders became active, which is completely unacceptable. How can the same order become active three times? Your customer support service has also been very disappointing. This issue was caused by your system, not by me. If the orders were cancelled, the refund should have been processed immediately. Please either arrange a return for the extra orders or issue my refund as soon as",https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=a59409e4-f16b-409c-aa58-0ede5ac6e38a,6,18.7.0,en,Detailed review export,495
GP-D-81329453-bc79-478d-bfc6-8dd3eef5c486,Google Play,App review,2026-06-10,1,,"What exactly did I pay for—air? My order was marked delivered, but the package contained absolutely nothing. Not one item. This is the most ridiculous delivery experience I've ever had. Customers pay for products, not empty packages. Either your quality checks have completely failed or nobody cares what reaches the customer. Extremely disappointed, furious, and demanding an immediate refund. I want an immediate refund!",https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=81329453-bc79-478d-bfc6-8dd3eef5c486,10,17.97.3,en,Detailed review export,422
GP-D-c462a553-eb03-4dd2-a3b8-16940088585a,Google Play,App review,2026-07-10,1,,"using this was total disaster. I ordered a product from blinkit, the amount was deducted from my account and they mentioned it as failed delivery and mentioned my money would be refunded in 5days !! like what do you mean 5 days!! what if I needed that product now and didn't had extra money to order it again. like it's trash. what do y'all think of customers. the customer support wasn't even showing my issue. update- i didn't received the refund either. while the app was showing it has !!!",https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=c462a553-eb03-4dd2-a3b8-16940088585a,4,18.9.3,en,Detailed review export,493
GP-D-65a0b070-541c-4290-855a-1c95ffe93d41,Google Play,App review,2026-06-15,5,,"Very useful for ordering vegetables and groceries. Every item comes fresh and well packed. Drinks come in chilled condition. Their maximum average delivery time is hardly 10-15 mins. That's very impressive. Electronics and some other useful products are also available here at their best prices. Fruits are also available but their prices are 3-times than the offline market price that's make no sense to me. So, I avoid ordering vegetables.",https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=65a0b070-541c-4290-855a-1c95ffe93d41,10,18.3.0,en,Detailed review export,441
GP-D-7c98999a-b037-45bb-a62b-846477c80331,Google Play,App review,2026-07-06,5,,"Blinkit is very helpful. Most of the time, my orders are delivered within 8–10 minutes, provided there are no weather-related issues. The delivery partners are always polite, professional, and well-behaved. The only thing I don't like is the ₹30 delivery charge on orders below ₹200. I think this could be improved. Overall, Blinkit is one of the best quick delivery services. Highly recommended!",https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=7c98999a-b037-45bb-a62b-846477c80331,10,18.7.0,en,Detailed review export,396
GP-D-3f049c23-2de8-454e-b79f-477dccd6814e,Google Play,App review,2026-07-27,1,,"pathetic experience. Despite paying for the order, some or the other item is missing and there is no customer support. The automated response and AI are of no help. just get rid of the customer support and at this point because whatever you are offering is useless. it's not support. it's just ""trouble the customer""",https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=3f049c23-2de8-454e-b79f-477dccd6814e,1,18.13.0,en,Detailed review export,316
GP-D-dac2d21f-daa1-462b-9e85-707f0f729e94,Google Play,App review,2026-07-27,1,,I had a very pathetic experience twice as I ordered a product for a specific brand but they sent me a wrong product and its low quality one after complaining they replaced it but again sending same product and after that they refused to replace or return. its happend with me multiple times so I am giving the 1 rating there is no zero or minus rating I might have been given.,https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=dac2d21f-daa1-462b-9e85-707f0f729e94,0,18.13.0,en,Detailed review export,376
GP-D-63e37007-0320-4eae-bfa7-676f3f84c3f4,Google Play,App review,2026-07-15,5,,"Amazing service by Blinkit! 💛 Living in a remote area, I never expected essentials to be so easily accessible. Whether it's a small everyday item or something bigger, I can order it in just a few clicks and have it delivered with ease. It has made my life so much easier, more convenient, and stress-free. Thank you, Blinkit, for making everyday living so comfortable! 🙌",https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=63e37007-0320-4eae-bfa7-676f3f84c3f4,5,18.9.3,en,Detailed review export,370
GP-D-c5a93d08-9711-45de-83ca-f187e44d888e,Google Play,App review,2026-07-14,5,,"Blinkit has officially become my 'I forgot' button. Whether it's groceries, snacks, or a last-minute emergency, they somehow arrive before the panic does. The speed is impressive, but the consistency is what keeps me coming back. If teleportation ever gets invented, I'm convinced the Blinkit team will be behind it. Until then, this is probably the closest thing to it. 🚀💛",https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=c5a93d08-9711-45de-83ca-f187e44d888e,6,18.9.3,en,Detailed review export,373
GP-D-48055da3-c03e-4e3d-895d-ac9df1805dec,Google Play,App review,2026-07-27,1,,"I ordered a product on Blinkit on 10th July. Due to an issue with the product, I returned it immediately. They stated I would receive a refund by 15th July. The status shows 'refund processed,' but I haven't received it yet. Contacting customer support has not provided any proper help. Can I get some clarity on this, or is this a fraudulent app?""",https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=48055da3-c03e-4e3d-895d-ac9df1805dec,1,18.13.0,en,Detailed review export,348
GP-D-37b68b2b-89d4-48ae-863d-4a3138fa113a,Google Play,App review,2026-07-13,4,,"Blinkit is a truly reliable and easy to use UI and has variety of products. The reason why I gave 4 stars is because of backdoor scalping happening in the designated store near me i really hate this, just recently I checked the hotwheels section and there were several premium hotwheels mentioned coming soon or live by 10 pm but within 1 or 2 hrs they were out of stock, they never went live.",https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=37b68b2b-89d4-48ae-863d-4a3138fa113a,4,18.9.3,en,Detailed review export,393
GP-D-4da1178e-5002-4d7b-b631-e4ce72c56af5,Google Play,App review,2026-07-25,1,,very bad experience I have been ordering items from them they used to the best quality but now they even delivered expired items also when complaints they completely ignore your request I had ordered kitten food twice both the tym either the packet is leaking staining all the other items badly or they send an expired item even tried to complaint through mail.. shared all the photos still no solution they said we can't help you.🙄😒,https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=4da1178e-5002-4d7b-b631-e4ce72c56af5,3,18.13.0,en,Detailed review export,433
GP-D-61beed87-6274-43fb-b9eb-448e486e38f1,Google Play,App review,2026-07-19,1,,"I am writing to express my frustration with the repeated issues I’ve encountered while using your app. Recently, I placed an order for multiple items, but only received a partial delivery. There was no prior notification about the missing items, either through the app or from the delivery person. Upon realizing the items were missing, I contacted the help center, where I was issued a refund for the missing items. However, this issue raises several concerns:",https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=61beed87-6274-43fb-b9eb-448e486e38f1,29,18.9.3,en,Detailed review export,461
